Time,X,Y,Z
1747972763.075674,0.024888520767270723,0.04089237852966276,0.0009957321387196953
1747972763.0829678,0.025439504080962384,0.0427382757663202,0.00032656466071579246
1747972763.0900736,0.028578206297808665,0.04401807752729722,0.0009037626076203645
1747972763.097287,0.030128549739159672,0.047589206808421707,0.001249070740453509
1747972763.105754,0.02779487479004339,0.041965274790128855,-0.00010124571787840579
1747972763.1160362,0.03460474343590634,0.04583818109118195,0.00043411634807385334
1747972763.1232212,0.03213471967663041,0.047682709821610214,0.003392273753257525
1747972763.130343,0.03468411899139103,0.04410139504925382,0.0001557283659696611
1747972763.137397,0.0373922775027523,0.050053933235976275,0.003339586818736223
1747972763.14432,0.03098406036187052,0.0498797113236787,0.002117410156316131
1747972763.1514313,0.026428377326829056,0.043459134746511564,0.0010611988610693664
1747972763.1584122,0.028642529336333874,0.04539466108128177,0.00023073746995867526
1747972763.1654935,0.03257267457131512,0.04188922367842376,0.0014327623623775292
1747972763.1725738,0.020045962316637432,0.03482958956024279,0.0005865667300106125
1747972763.1795158,0.026828821257572952,0.041636714058418296,0.00031028010167593364
1747972763.1863976,0.022898805256660357,0.040091082365268225,0.0019460453165421189
1747972763.1931512,0.01551734972330573,0.029605179406390233,0.0016125958928667253
1747972763.1999965,0.03581464976696984,0.04870905671302422,0.0012402976422775246
1747972763.2069542,0.028491984371450355,0.046218788049370345,0.002384901846131636
1747972763.213834,0.02714575776211779,0.041412838415560316,-0.0009030054195414969
1747972763.2206724,0.03311088672575099,0.04439275968685336,0.0021366824835108893
1747972763.227599,0.019081697645651707,0.03658503851076519,0.0008032231609796798
1747972763.2344944,0.028975769945871747,0.0350708828505695,-0.0005370215533518222
1747972763.2413344,0.028845804040761445,0.042434343291476696,4.6556938480996724e-05
1747972763.250948,0.024906491073154118,0.041011872653275605,0.002133054621329071
1747972763.2579665,0.048225905741504003,0.04915387559374158,0.00025069624728882187
1747972763.264862,0.058616059311790564,0.04834698347594637,0.003655356750410702
1747972763.2716064,0.07365250319078513,0.0442924733404351,0.0005092982552615818
1747972763.278444,0.09120507953331566,0.05299684312118884,0.0028418973524031166
1747972763.2852967,0.09729503230561658,0.04483549313907915,0.002945983426075217
1747972763.2922902,0.11682767376025814,0.054522125206529236,0.0018536984394906966
1747972763.2992332,0.13828227561029396,0.06324014330047344,0.003662837380639603
1747972763.3059697,0.14885669516058792,0.062198725484567834,0.0038959889519216157
