Time,X,Y,Z
1750693853.3910706,-0.0027288315131735945,-0.001989008314445197,-0.00037482819605864616
1750693853.401347,-0.002376336225964268,0.0022347090011246647,0.0008464704806577869
1750693853.4125154,-0.035922121444573796,-0.038632339096346884,-0.00611713033108248
1750693853.4248903,-0.006699660034887376,-0.008544747194828848,-0.00496311971269293
1750693853.4358974,-0.0021602098879352294,-0.007251568085449449,0.005911628147728634
1750693853.4468474,-0.005665948496426764,-0.02757760883304276,-0.005981823897367871
1750693853.4580207,-0.011427519795941624,-0.009187043208388642,-0.004899025366079861
1750693853.4700854,-0.007536709745546803,-0.003866051408091692,0.002668917184266694
1750693853.4829278,-0.013246516364168074,-0.020524969784748652,-0.004341387478464524
1750693853.4950924,-0.01232625017259825,-0.0014305327585302507,0.0021280185313229064
1750693853.5060427,-0.015216595468270968,-0.012043677933293816,-0.000284659358314825
1750693853.5176287,-0.021669689598063892,-0.01432854764558744,-0.00856368544493008
1750693853.5287778,-0.0073475931615979715,-0.007748896980540341,0.00038489693637024346
1750693853.5439708,-0.004389022401938524,-0.01336766929100886,-0.000780253424670308
1750693853.5524135,-0.008450986571232312,-0.00815198723348789,-0.0030878644150823826
1750693853.5643432,-0.0072077255442216295,0.00016737740058409708,0.0017870351725253668
1750693853.5805168,0.011331454616574536,-0.006916434570409965,0.00015444207229285583
1750693853.5888894,0.01785460390498387,-0.005630881384186227,-0.00044137616681214005
1750693853.6009061,0.024523776077098457,0.01102178904021105,-0.0014969544431231079
1750693853.6167667,0.04601223283470955,0.0037105691092281057,-0.00215210746703217
1750693853.624957,0.07566309912665972,0.010427527088927075,0.0034059177804274064
1750693853.635762,0.10182157880565194,0.004924462648488186,0.0029619415172986987
1750693853.6477737,0.12707158884920136,-0.0011294215887639888,6.118825180983774e-05
1750693853.6589522,0.14782474154718517,0.002344548873475802,0.003183476363775012
1750693853.6706758,0.1805799288040827,-0.0025111285069841787,0.005292410470007111
1750693853.68471,0.1929002555652461,-0.004081572935885097,0.0061188038431353115
1750693853.696118,0.2046179247842028,-0.009995518667559117,0.005037218348722943
1750693853.7069473,0.21907713686850028,-0.007948461064865863,0.006207528599075176
1750693853.7191117,0.25291929148970743,-0.020910468232786947,0.006517240263392846
1750693853.7299821,0.2673452631373281,-0.031361443717873846,0.0032004409942913504
1750693853.742299,0.31063509275731166,-0.03496489686012479,0.0054181011738723426
1750693853.7543528,0.3281702448552367,-0.033556988925957744,0.002002700447039279
1750693853.7675722,0.34921954901842844,-0.034718265335120034,0.0032976921624108314
1750693853.7810283,0.36546754295338413,-0.036782844345392904,0.005894403975347609
1750693853.792358,0.38741926316463515,-0.04068936091927803,0.006220327519359686
1750693853.804044,0.40389026136289696,-0.044444137675513404,0.008168736904680984
1750693853.815208,0.43046512084609007,-0.05407723504163926,0.008086817406346524
1750693853.826394,0.4577044422757676,-0.0653947279695533,0.007279210776359086
1750693853.8379018,0.4742238740829009,-0.06517848757101505,0.010320800582191862
1750693853.8506386,0.49339062251898197,-0.06789928326042147,0.010503615407581742
1750693853.8631105,0.5261848804861129,-0.08221634274279141,0.010743075298616747
1750693853.874609,0.5584505413311422,-0.087883778933335,0.00804633801267127
1750693853.8862534,0.5831353400664575,-0.09239574262569002,0.009922193227199692
1750693853.8979416,0.5962922030741711,-0.09465586339959993,0.010622981037262828
1750693853.9099402,0.6217002578778146,-0.09279301326403086,0.003695453168708366
1750693853.920126,0.6434981645136618,-0.09503261699070871,0.0042592429575066
1750693853.9324882,0.6643359018953233,-0.0977250838797499,0.007244150986504083
1750693853.9434962,0.6951953733234241,-0.10668572069741418,0.00805996742775864
1750693853.9557266,0.7132569391173236,-0.1105749578266037,0.007063082451762933
1750693853.9680662,0.7365268401020968,-0.10574940583130625,0.010914863103575648
1750693853.9785142,0.7670113711090486,-0.11170705126206697,0.00888712316201126
1750693853.990187,0.7964533238262611,-0.12186347458778841,0.008788756678231882
1750693854.0021737,0.8235946693285303,-0.12801262848915268,0.004834988252357108
1750693854.0137875,0.8419021649799968,-0.12918917790309847,0.014321179433332708
1750693854.0260043,0.8720075142255124,-0.13864335448505904,0.011839673323432626
1750693854.0418618,0.8845896868434588,-0.13508045955496129,0.015737350874626712
1750693854.0516367,0.9029274990617784,-0.1319533083118421,0.012406753566842513
1750693854.0636446,0.9335656944935186,-0.14452340293935242,0.015120335864337413
1750693854.0763974,0.9436486272766796,-0.1450794046376022,0.01279717512052541
1750693854.0876148,0.9831062069909507,-0.148618307783694,0.012342465753644307
1750693854.099281,1.0026019847807333,-0.15196527782277675,0.011698320842719385
1750693854.1105149,1.0400378899336455,-0.15857662864026903,0.012442961582472344
1750693854.1229534,1.0642088046679181,-0.16122774532962664,0.012852178746768549
1750693854.1359167,1.0900291966734146,-0.15818933278002514,0.013667160977478339
1750693854.150556,1.1088099963137386,-0.15882508080075589,0.014952020004419867
1750693854.1607275,1.1376034341321486,-0.168369775992319,0.007665307123190571
1750693854.1722271,1.163568591230404,-0.17460631713621197,0.012595277304254391
1750693854.1844392,1.1817693334926527,-0.17457683988153821,0.014782215006683959
1750693854.1989398,1.203541289708761,-0.18329775038949558,0.011355391271402709
1750693854.2079,1.246590396446109,-0.18078033560132212,0.015550450874596318
1750693854.2233613,1.2655691208269313,-0.19079401549856817,0.015020822317822816
1750693854.2352767,1.2932598850519441,-0.19200629499087352,0.0166196579662269
1750693854.2492576,1.3152666428071915,-0.18928023406263697,0.018417038796873966
1750693854.2577825,1.334405560977628,-0.18866212241931668,0.016970826084952064
1750693854.2688625,1.3452733959934204,-0.1835607687962381,0.014233357407841997
1750693854.283875,1.3743796856944974,-0.19188644978569694,0.01795505454229975
1750693854.292663,1.4094287821405302,-0.19007823104155966,0.013719039982666546
1750693854.303245,1.4378237381559176,-0.19853335638592678,0.01436165983811908
1750693854.3159301,1.4612833930964315,-0.20663228828173416,0.016841475490974464
1750693854.3277977,1.483991302653137,-0.20595555671740443,0.022117456717746887
1750693854.34121,1.5021617502841127,-0.20544198817493906,0.02076441063014311
1750693854.353746,1.5331308966480477,-0.21164275608986519,0.01913748018594423
1750693854.36501,1.555712016175528,-0.21610827420122558,0.017523704677807048
1750693854.3763974,1.5778731169967186,-0.2246223479922411,0.017761182229255486
1750693854.3912604,1.6038216894639714,-0.2155384913381382,0.018919320233934816
1750693854.4005096,1.6344834636594103,-0.22826193791479474,0.016889745593682944
1750693854.4128253,1.6667656895587575,-0.23409913804023935,0.018566103635998744
1750693854.424592,1.693924336251685,-0.23685134148141584,0.02136808233817669
1750693854.4369507,1.7063192457295393,-0.23756054136526378,0.02181236912032692
1750693854.4485695,1.722269388524115,-0.23456427554120196,0.015003455284268486
1750693854.4598799,1.745783082578591,-0.24282822649898791,0.020701202779453788
1750693854.474446,1.7829826255172558,-0.2545790803911798,0.020559190057752096
1750693854.4842343,1.809679515843764,-0.2518206172451645,0.017359861002026574
1750693854.4955535,1.8326207005588397,-0.2577105999295253,0.0201177614374446
1750693854.5126655,1.8640842775683666,-0.2616782620738732,0.0207221623201168
1750693854.5259664,1.8828181981591237,-0.27045586408119726,0.017211325196343507
1750693854.5338056,1.9104490472695814,-0.2694995372793914,0.02677727436158162
1750693854.547961,1.9445268753891825,-0.27816201140972796,0.017776622982123753
1750693854.5565872,1.9662608919964293,-0.27763536400968297,0.021405912530568352
1750693854.5680742,1.9822542591056775,-0.2790969197865516,0.022330836943790407
1750693854.5804868,2.0120170028868953,-0.2819557136767058,0.023476605399444263
1750693854.5919306,2.0249408176981274,-0.28548695200036495,0.023166964933373193
1750693854.6076522,2.0430081339854675,-0.28555472318210917,0.02244134167517712
1750693854.6174283,2.0819050476000527,-0.2986391068595513,0.025704079761767463
1750693854.632033,2.1175861613859133,-0.2954577621654494,0.027771527137960116
1750693854.640953,2.1453755120969813,-0.307580135523112,0.024483121939730512
1750693854.6529272,2.1788031982142098,-0.3077805292351138,0.02685298023446801
1750693854.6670752,2.1880141412910756,-0.3102740426549693,0.026914047525194246
1750693854.6753116,2.205769742186818,-0.320143416110759,0.024306000889764715
1750693854.6870587,2.225698728079609,-0.32126790650380643,0.026718328658486848
1750693854.6992185,2.2613384975739317,-0.32054548869961846,0.027736204525649497
1750693854.7118597,2.2931797423109495,-0.3212690856795145,0.026324476516425204
1750693854.7235692,2.3194011275487774,-0.34007157571923674,0.0282489941776826
1750693854.7351127,2.344359206970942,-0.34634492587545407,0.02922312991303495
1750693854.747277,2.361330799991271,-0.34310171336125894,0.03150284011499745
1750693854.75858,2.3754450561497555,-0.34647803173437364,0.023880624048769096
1750693854.770799,2.411628153243978,-0.3477991150731085,0.02527275017071821
1750693854.7824216,2.4451673586050413,-0.354652340141879,0.027424109498162177
1750693854.7950501,2.4586950251859063,-0.36179476281103834,0.030009402701222775
1750693854.8077781,2.4925563538323763,-0.36347899429081004,0.03251273978239709
1750693854.82078,2.5083667150531954,-0.36426672743863964,0.031289937187184355
1750693854.8316736,2.5368639087370055,-0.3671154904235467,0.027836332804873624
1750693854.8432145,2.5609719108587723,-0.3711182863876294,0.03505691917805243
1750693854.8548775,2.585291700244361,-0.38177075269071475,0.0363008045790515
1750693854.8657663,2.6268829495868906,-0.38433365645278095,0.03258061790508787
1750693854.8774557,2.6302316813556503,-0.3882884915559244,0.03353453471906197
1750693854.8934617,2.6489382995187682,-0.38847737732659804,0.035961590019766954
1750693854.9050796,2.6860398767745726,-0.388102948529621,0.03464055117826436
1750693854.9170635,2.7172048731635967,-0.39410076241925435,0.03898087658389904
1750693854.9292154,2.734787957633572,-0.3873792407233896,0.03691475502762544
1750693854.9412239,2.755255351521423,-0.38988707875052786,0.03911755429616363
1750693854.9522407,2.796578932520139,-0.4000986512364234,0.04171023079629469
1750693854.9643424,2.8088710149324294,-0.4031335343023771,0.03950916035520298
1750693854.9750528,2.837142117302453,-0.4041756675406307,0.03755585012036337
1750693854.988986,2.870185194442624,-0.40832485762924264,0.03996135013088496
1750693855.005939,2.893145336098174,-0.4112131779265433,0.03660762481326838
1750693855.0130804,2.9113038310175394,-0.42000710765026766,0.039854723187987745
1750693855.0256565,2.944642510889716,-0.42279261835066295,0.0405710650745586
1750693855.0364904,2.97475879123977,-0.42514961442620863,0.04656173104010352
1750693855.048498,2.9891258945762615,-0.4318247918643089,0.03984596006750678
1750693855.0597956,3.0114845128460312,-0.42928621606319217,0.04327795061323008
1750693855.0713863,3.041209636756419,-0.4327322029925626,0.04691680545011665
1750693855.0838625,3.06379232799037,-0.437929399149165,0.04186598770651128
1750693855.0954444,3.082836921605949,-0.4418132363628412,0.038460225106932165
1750693855.1071808,3.110497792085756,-0.4412664850660896,0.04793060278734797
1750693855.119107,3.143501792562082,-0.4495243494815822,0.04605119473909868
1750693855.1298482,3.161165202375009,-0.45104740284410605,0.04140796477189852
1750693855.1412027,3.1854122638294857,-0.45647419355587426,0.04992231876540373
1750693855.152497,3.2164827261726283,-0.4574066880804082,0.046779925701332624
1750693855.164731,3.236893959718444,-0.46551582480254455,0.04527275450790733
1750693855.1785834,3.2643802091097647,-0.46350079218625906,0.04920789833302997
1750693855.1913297,3.2857975252070397,-0.4665308091802258,0.05125602274068548
1750693855.202791,3.3089303876371914,-0.4672324823908853,0.051093872921472806
1750693855.216116,3.3269759362721563,-0.46540672684352763,0.05216821049960987
1750693855.2274172,3.3523274249236428,-0.46815832221885684,0.050656217710899926
1750693855.2383878,3.3798284048975544,-0.463644435576148,0.04571918771341275
1750693855.248975,3.3983382056022706,-0.4748369333183384,0.04900517625347533
1750693855.260732,3.425333498543053,-0.4751665007264213,0.049677884387790756
1750693855.272741,3.45022767205398,-0.4762846566322616,0.04943349917961298
1750693855.2850358,3.4812869016435033,-0.48194678074231284,0.04800964601447621
1750693855.2966764,3.5036593408474026,-0.4833375370481703,0.051421703268827036
1750693855.308599,3.5234933654057454,-0.4888646918286429,0.047526321678795946
1750693855.3202913,3.5421800851259033,-0.4937987517572038,0.05313904760118454
1750693855.3323274,3.570068492170356,-0.4954640535926085,0.05378009680724088
1750693855.3442597,3.5953812376476106,-0.4930721594342649,0.05336726853851993
1750693855.3562918,3.6178534553720487,-0.4946593377951065,0.056843169527831534
1750693855.3683813,3.643964067962831,-0.5048940879183902,0.05328975863533446
1750693855.384727,3.671000265934483,-0.5092153793831912,0.05138095102061477
1750693855.392596,3.6988563053285044,-0.5145999399031929,0.05604015858457286
1750693855.4046173,3.7206070440344026,-0.5156719553600557,0.05828659312446354
1750693855.4161496,3.7436410640826385,-0.5150208050056637,0.05541330677287485
1750693855.4283009,3.769328106793562,-0.5204828819601592,0.054134523326332756
1750693855.4398632,3.7691501981074333,-0.5280607786643178,0.054912228988595754
1750693855.4522018,3.770974538132211,-0.5251118841383964,0.0627030758802292
1750693855.4660895,3.7697010859873092,-0.5261455310186254,0.060182128154611936
1750693855.4787126,3.770076392766838,-0.5284447229288295,0.05465221478021167
1750693855.489593,3.775909277531378,-0.5275597211479829,0.05907268565281948
1750693855.5016327,3.7733506264914514,-0.5304751006573253,0.05458915202104086
1750693855.5144074,3.77361811574417,-0.5303754718259229,0.058408053846558755
1750693855.526208,3.767974129277972,-0.5271743410973112,0.05771876782256299
1750693855.5374835,3.7705832187809167,-0.5283161944281328,0.05242514493690145
1750693855.5500908,3.777024949856722,-0.5255525963374911,0.05755278332050522
1750693855.562966,3.7728217296900515,-0.5279126894542738,0.054122660218551784
1750693855.5749013,3.7696999311132102,-0.5316295801705773,0.05563098858514384
1750693855.5865366,3.765259739424899,-0.5318899561680239,0.05625763441248011
