scan_index,scan_file,x,y,z,yaw_rad,yaw_deg,prediction_confidence,z_redistributed,feature_w,geometric_w,temporal_w,adaptation_frozen
0,cloud000000.pcd,-0.01594626221670936,-0.006171416399033697,0.0,-0.002141367829596332,-0.12269133902095908,0.0,True,0.0,1.0,0.0,True
1,cloud000001.pcd,-0.0006315921473151187,-0.005780131843923054,0.0,-0.0006142362914190021,-0.035193147122076524,0.0,True,0.0,1.0,0.0,True
2,cloud000002.pcd,0.014905198797461851,-0.008720882657329516,0.0,-0.003571887457508211,-0.20465407621093468,0.0,True,0.0,1.0,0.0,True
3,cloud000003.pcd,0.0009519738916509164,-0.0013822713309311185,0.0,-0.006213219578245582,-0.35599125902152523,0.3333333333333333,True,0.0,1.0,0.0,True
4,cloud000004.pcd,0.10831764531510693,-0.0011153938944122488,0.0,-0.0058187686004210655,-0.333390882767372,0.3333318178725153,True,0.0,1.0,0.0,True
5,cloud000005.pcd,0.229815951833437,-0.0088944576691412,0.0,-0.002002822115426454,-0.11475325432939923,0.3332899378821327,True,0.0,1.0,0.0,True
6,cloud000006.pcd,0.38635031480343207,0.0008901259721358218,0.0,-0.013408887088236364,-0.7682726381234072,0.33330711939042523,True,0.0,1.0,0.0,True
7,cloud000007.pcd,0.5199463878845254,0.013334270248196863,0.0,-0.012746130584454384,-0.7302994876118535,0.333309152184475,True,0.0,1.0,0.0,True
8,cloud000008.pcd,0.6778826979247281,-0.0011777842768927425,0.0,-0.008338494509217826,-0.47776054287119213,0.3333266925440694,True,0.0,1.0,0.0,True
9,cloud000009.pcd,0.8070356084732979,0.0056475942286480845,0.0,-0.010781242150164362,-0.6177196731129668,0.33332388694148135,True,0.0,1.0,0.0,True
10,cloud000010.pcd,0.9446549961540526,0.0192133202674709,0.0,-0.0007093970264709594,-0.040645455615916315,0.3333265579751162,True,0.0,1.0,0.0,True
11,cloud000011.pcd,1.0847891400827476,0.0035831619468499713,0.0,0.0043662590388325725,0.25016821518595384,0.3333259458350329,True,0.0,1.0,0.0,True
12,cloud000012.pcd,1.2188958747489866,0.02333598537783364,0.0,0.004195419085900776,0.24037980691074823,0.3333243054095094,True,0.0,1.0,0.0,True
13,cloud000013.pcd,1.3682191691401602,0.021462855697123355,0.0,0.004957034755147496,0.28401717036961693,0.3333270382774888,True,0.0,1.0,0.0,True
14,cloud000014.pcd,1.5257562015021116,0.03295599638856955,0.0,0.00031839748325915084,0.018242831998336626,0.3333277813771399,True,0.0,1.0,0.0,True
15,cloud000015.pcd,1.661956931773413,0.026325133360573048,0.0,-0.00163088940352164,-0.09344307967439823,0.33332881535795705,True,0.0,1.0,0.0,True
16,cloud000016.pcd,1.804540211801557,0.011331031743958515,0.0,0.004873830650240226,0.27924992632026663,0.3333286995121057,True,0.0,1.0,0.0,True
17,cloud000017.pcd,1.944885973062262,0.021051783820635092,0.0,0.007671721128016758,0.4395572422367034,0.33333026697241824,True,0.0,1.0,0.0,True
18,cloud000018.pcd,2.0721973642192566,0.024092677601458154,0.0,0.009057397039248755,0.5189506237232413,0.3333276598620286,True,0.0,1.0,0.0,True
19,cloud000019.pcd,2.2290926364506447,0.020621176321562767,0.0,0.010518714181378995,0.6026779284974232,0.3333308854631546,True,0.0,1.0,0.0,True
20,cloud000020.pcd,2.3912684427254307,0.032954551682534465,0.0,0.011665420760130961,0.6683793757997968,0.3333276621135212,True,0.0,1.0,0.0,True
21,cloud000021.pcd,2.5243648447209956,0.045732763830425904,0.0,0.006686491039452833,0.38310771631269014,0.3333298831530522,True,0.0,1.0,0.0,True
22,cloud000022.pcd,2.673458531750065,0.05107126781207551,0.0,0.008523421356202016,0.4883560707220478,0.3333250007049556,True,0.0,1.0,0.0,True
23,cloud000023.pcd,2.8105270724865674,0.058016707797953745,0.0,0.013259789589553971,0.7597299807129486,0.33332963182872455,True,0.0,1.0,0.0,True
24,cloud000024.pcd,2.969886106136086,0.058109178778206254,0.0,0.011949735412538973,0.6846694054365048,0.3333306254326665,True,0.0,1.0,0.0,True
25,cloud000025.pcd,3.1080767672248455,0.07681006934501995,0.0,0.008692280817289863,0.498031005173235,0.3333315379305343,True,0.0,1.0,0.0,True
26,cloud000026.pcd,3.2661950046009967,0.08553254929372921,0.0,0.010027259801817526,0.5745196667253305,0.3333301134340319,True,0.0,1.0,0.0,True
27,cloud000027.pcd,3.4157161474550253,0.07609737001952122,0.0,0.0091561888487835,0.5246109774600425,0.33332984874817057,True,0.0,1.0,0.0,True
28,cloud000028.pcd,3.5476523492923695,0.0863399119657505,0.0,0.004601966359615182,0.2636732498671336,0.3333282506824897,True,0.0,1.0,0.0,True
29,cloud000029.pcd,3.6816873316532788,0.08898614654605007,0.0,0.007215501185652995,0.41341776500955807,0.3333272973099587,True,0.0,1.0,0.0,True
