scan_index,scan_file,x,y,z,yaw_rad,yaw_deg,prediction_confidence,z_redistributed,feature_w,geometric_w,temporal_w,adaptation_frozen
0,cloud000000.pcd,0.001682701235337665,0.016977731561980437,0.0,0.0012580800634487063,0.0720826779251617,0.0,True,0.0,0.0,1.0,True
1,cloud000001.pcd,0.00433406463479835,0.01576556221417346,0.0,-0.004279008525976971,-0.24516912903897592,0.0,True,0.0,0.0,1.0,True
2,cloud000002.pcd,0.012448581525013009,0.001957609689826195,0.0,-0.009014621846868147,-0.5164997857319723,0.2,True,0.0,0.0,1.0,True
3,cloud000003.pcd,0.025170980980966068,-0.024754930481120502,0.0,-0.013441450854087727,-0.7701384044717424,0.13333333333333333,True,0.0,0.0,1.0,True
4,cloud000004.pcd,0.036662983134940375,-0.04344556618211997,0.0,-0.014046958341571523,-0.8048314279681344,0.13333333333333333,True,0.0,0.0,1.0,True
5,cloud000005.pcd,0.02891158853243219,-0.019509793780043066,0.0,-0.016269600310577427,-0.9321794321608199,0.13333333333333333,True,0.0,0.0,1.0,True
6,cloud000006.pcd,0.03547483517660356,-0.025985483127089388,0.0,-0.013206117068034016,-0.7566547717540302,0.13333333333333333,True,0.0,0.0,1.0,True
7,cloud000007.pcd,0.026952615463858437,-0.004511780027798774,0.0,-0.0049532647706415555,-0.28380116616859685,0.13333333333333333,True,0.0,0.0,1.0,True
8,cloud000008.pcd,0.016443338368727647,0.008839800387490495,0.0,-0.00810587058150502,-0.46443217359949207,0.13333333333333333,True,0.0,0.0,1.0,True
9,cloud000009.pcd,0.012714207280718162,-0.00584946403506552,0.0,-0.011476492575645755,-0.6575545881977254,0.13333333333333333,True,0.0,0.0,1.0,True
10,cloud000010.pcd,0.023392069901508637,0.0005198729668309645,0.0,-0.010730567926006738,-0.6148162539386351,0.13333333333333333,True,0.0,0.0,1.0,True
11,cloud000011.pcd,0.01679885396009955,0.013077433257768917,0.0,-0.012477237105559726,-0.7148930261325995,0.13333333333333333,True,0.0,0.0,1.0,True
12,cloud000012.pcd,0.02612562068792524,-0.015154974076310692,0.0,-0.019497349160591707,-1.117115818594843,0.13333333333333333,True,0.0,0.0,1.0,True
13,cloud000013.pcd,0.05224591126027577,-0.022250414223563036,0.0,-0.01655138822153966,-0.948324690176764,0.13333333333333333,True,0.0,0.0,1.0,True
14,cloud000014.pcd,0.04231519584726203,-0.02560647207642698,0.0,-0.01640034712348075,-0.939670672724967,0.13333333333333333,True,0.0,0.0,1.0,True
15,cloud000015.pcd,0.039221316782774136,-0.01960898734908778,0.0,-0.013447425655277559,-0.7704807353633496,0.13333333333333333,True,0.0,0.0,1.0,True
16,cloud000016.pcd,0.0385935544504489,-0.006771254467285142,0.0,-0.01238405302056619,-0.7095539713446816,0.13333333333333333,True,0.0,0.0,1.0,True
17,cloud000017.pcd,0.048677989046391285,-0.011672854616175173,0.0,-0.013291800070251323,-0.761564046157092,0.13333333333333333,True,0.0,0.0,1.0,True
18,cloud000018.pcd,0.10059975422567152,-0.033300353988065606,0.0,-0.014714291552682645,-0.8430668044937146,0.13333333333333333,True,0.0,0.0,1.0,True
19,cloud000019.pcd,0.1741236460097949,-0.05657978599045442,0.0,-0.013111217522734012,-0.7512174283306293,0.13333333333333333,True,0.0,0.0,1.0,True
20,cloud000020.pcd,0.23102834612335804,-0.059766415163480135,0.0,-0.019837375402712583,-1.1365978871920628,0.13333333333333333,True,0.0,0.0,1.0,True
21,cloud000021.pcd,0.2927283146756024,-0.03825847413618776,0.0,-0.018304721794429192,-1.0487833039819277,0.13333333333333333,True,0.0,0.0,1.0,True
22,cloud000022.pcd,0.38933620830946947,-0.052788555449136715,0.0,-0.02226554553256915,-1.275721787572577,0.13333333333333333,True,0.0,0.0,1.0,True
23,cloud000023.pcd,0.45401038720782727,-0.06026950481967852,0.0,-0.027270369671125436,-1.5624770879170502,0.13333333333333333,True,0.0,0.0,1.0,True
24,cloud000024.pcd,0.5234479811220109,-0.06535347869127696,0.0,-0.025402744846136454,-1.4554700677313226,0.13333333333333333,True,0.0,0.0,1.0,True
25,cloud000025.pcd,0.593548267489182,-0.053681332206328446,0.0,-0.027473637326381615,-1.5741234666747494,0.13333333333333333,True,0.0,0.0,1.0,True
26,cloud000026.pcd,0.6739042279671171,-0.06471564650141474,0.0,-0.03900613242201664,-2.2348867629099574,0.13333333333333333,True,0.0,0.0,1.0,True
27,cloud000027.pcd,0.7373751101645222,-0.07363879256847533,0.0,-0.03295566836685987,-1.888220708453865,0.13333333333333333,True,0.0,0.0,1.0,True
28,cloud000028.pcd,0.8306397697064928,-0.09110477444015894,0.0,-0.027291781119174404,-1.5637038735235198,0.13333333333333333,True,0.0,0.0,1.0,True
29,cloud000029.pcd,0.941836682943957,-0.07104146254997197,0.0,-0.03391060447608609,-1.9429345172171713,0.13333333333333333,True,0.0,0.0,1.0,True
30,cloud000030.pcd,1.0572954118458313,-0.06616565629013361,0.0,-0.03301554298560813,-1.891651271408095,0.13333333333333333,True,0.0,0.0,1.0,True
31,cloud000031.pcd,1.1541556215078794,-0.07395619860985492,0.0,-0.02216983877265787,-1.2702381941587888,0.13333333333333333,True,0.0,0.0,1.0,True
32,cloud000032.pcd,1.227801046589573,-0.12429688017674859,0.0,-0.029701088156175365,-1.7017469982948445,0.13333333333333333,True,0.0,0.0,1.0,True
33,cloud000033.pcd,1.2894490106081458,-0.1839563180263154,0.0,-0.03492592948322986,-2.0011083549605995,0.13333333333333333,True,0.0,0.0,1.0,True
34,cloud000034.pcd,1.402442208833521,-0.18703860583751142,0.0,-0.03422398952727167,-1.960890158012596,0.13333333333333333,True,0.0,0.0,1.0,True
35,cloud000035.pcd,1.5157413299067042,-0.19748794438348444,0.0,-0.03884680854773576,-2.22575817733799,0.13333333333333333,True,0.0,0.0,1.0,True
36,cloud000036.pcd,1.6555018002204043,-0.20406907212396388,0.0,-0.11382460071462319,-6.521669225709683,0.13333333333333333,True,0.0,0.0,1.0,True
37,cloud000037.pcd,1.7946615177025005,-0.22460492798277631,0.0,-0.19666065883324857,-11.267825747407315,0.13333333333333333,True,0.0,0.0,1.0,True
38,cloud000038.pcd,1.9052969365139862,-0.235513998395902,0.0,-0.23476923970704247,-13.451286594708677,0.13333333333333333,True,0.0,0.0,1.0,True
39,cloud000039.pcd,2.030666350512571,-0.2769500036514195,0.0,-0.2374054017940874,-13.60232755640875,0.13333333333333333,True,0.0,0.0,1.0,True
40,cloud000040.pcd,2.140479417335257,-0.2909821597081226,0.0,-0.28282547829181126,-16.204706244889667,0.13333333333333333,True,0.0,0.0,1.0,True
41,cloud000041.pcd,2.251775276622995,-0.3530449053005501,0.0,-0.4051213417326872,-23.21174307196012,0.13333333333333333,True,0.0,0.0,1.0,True
42,cloud000042.pcd,2.3749753725354146,-0.39802448797120743,0.0,-0.4994025351820655,-28.613657544065962,0.13333333333333333,True,0.0,0.0,1.0,True
43,cloud000043.pcd,2.474849124071881,-0.4532248912559726,0.0,-0.5611643721127977,-32.15235013517214,0.13333333333333333,True,0.0,0.0,1.0,True
44,cloud000044.pcd,2.56843146459095,-0.5192620616204993,0.0,-0.6631553981320325,-37.99600547428326,0.13333333333333333,True,0.0,0.0,1.0,True
45,cloud000045.pcd,2.663521419985635,-0.607251954005351,0.0,-0.7792130608105813,-44.64561972591707,0.13333333333333333,True,0.0,0.0,1.0,True
46,cloud000046.pcd,2.740312748421433,-0.6870656276763849,0.0,-0.8017324252739247,-45.93588426698354,0.13333333333333333,True,0.0,0.0,1.0,True
47,cloud000047.pcd,2.8320008653299147,-0.760228085205567,0.0,-0.8744169043218345,-50.10039815253583,0.13333333333333333,True,0.0,0.0,1.0,True
48,cloud000048.pcd,2.8930077672429286,-0.8263884541501703,0.0,-0.9484596282020471,-54.34273373452453,0.13333333333333333,True,0.0,0.0,1.0,True
49,cloud000049.pcd,2.9694727781986296,-0.9022314994591092,0.0,-1.0563978966293437,-60.52714096335881,0.13333333333333333,True,0.0,0.0,1.0,True
50,cloud000050.pcd,3.048346537766075,-0.9817051299514242,0.0,-1.1073244185635855,-63.44501573547128,0.13333333333333333,True,0.0,0.0,1.0,True
51,cloud000051.pcd,3.107264135754439,-1.1077713437541965,0.0,-1.10425860668082,-63.26935765380776,0.13333333333333333,True,0.0,0.0,1.0,True
52,cloud000052.pcd,3.1508218303109095,-1.200305513519347,0.0,-1.1105893057223652,-63.63207999025582,0.13333333333333333,True,0.0,0.0,1.0,True
53,cloud000053.pcd,3.212317307482808,-1.3084315998999454,0.0,-1.1218002743439448,-64.27442117652592,0.13333333333333333,True,0.0,0.0,1.0,True
54,cloud000054.pcd,3.270185691409552,-1.4057101516190924,0.0,-1.1493112586762027,-65.85068446901484,0.13333333333333333,True,0.0,0.0,1.0,True
55,cloud000055.pcd,3.306580167840275,-1.4846098091509217,0.0,-1.1825035419446948,-67.75246221270213,0.13333333333333333,True,0.0,0.0,1.0,True
56,cloud000056.pcd,3.344765357778868,-1.6108545565660934,0.0,-1.188315689158984,-68.08547371798961,0.13333333333333333,True,0.0,0.0,1.0,True
57,cloud000057.pcd,3.3942392692930654,-1.7275386578110339,0.0,-1.1980336242100122,-68.64227038199579,0.13333333333333333,True,0.0,0.0,1.0,True
58,cloud000058.pcd,3.4463886478510704,-1.871970116935246,0.0,-1.2038477344193814,-68.97539435861657,0.13333333333333333,True,0.0,0.0,1.0,True
59,cloud000059.pcd,3.492836930461548,-1.9714733238675068,0.0,-1.1981656805393492,-68.64983665232478,0.13333333333333333,True,0.0,0.0,1.0,True
60,cloud000060.pcd,3.5375680872660995,-2.0963966383636543,0.0,-1.2041482564448749,-68.99261300232806,0.13333333333333333,True,0.0,0.0,1.0,True
61,cloud000061.pcd,3.600817263818894,-2.21899765622335,0.0,-1.2045002607849349,-69.01278136538379,0.13333333333333333,True,0.0,0.0,1.0,True
62,cloud000062.pcd,3.661584096551167,-2.3603304313295927,0.0,-1.2172193892274976,-69.74153374422744,0.13333333333333333,True,0.0,0.0,1.0,True
