scan_index,scan_file,x,y,z,yaw_rad,yaw_deg,prediction_confidence,z_redistributed
0,cloud000000.pcd,-0.015906301307269912,-0.006180860273561175,0.0,-0.002151633994695563,-0.12327954695292952,0.0,True
1,cloud000001.pcd,-0.02404899893863644,0.007461507394751245,0.0,0.0020096033647520914,0.11514179129558418,0.0,True
2,cloud000002.pcd,-0.00829001022740266,0.005179740653805669,0.0,-0.0012947912309715613,-0.07418607288521903,0.20113316180337318,True
3,cloud000003.pcd,-0.022389084017747037,0.012409839626920792,0.0,-0.0038886195481941197,-0.22280148824359208,0.27057202425600074,True
4,cloud000004.pcd,0.0849823082685868,0.012967972454429157,0.0,-0.0035356650776332543,-0.20257868672018003,0.2689501247957055,True
5,cloud000005.pcd,0.2064876595059853,0.005418816377681532,0.0,0.00027807154380225167,0.015932325862556225,0.3207613925604124,True
6,cloud000006.pcd,0.3629937331679852,0.015551899334580607,0.0,-0.011137311947416854,-0.6381209697076136,0.32180920991185524,True
7,cloud000007.pcd,0.4973078762046991,0.02730716383319802,0.0,-0.01012707025605461,-0.5802383845043991,0.3215713164289391,True
8,cloud000008.pcd,0.6553593344524516,0.013259982195637284,0.0,-0.005695660309191904,-0.3263372972568736,0.31929839758797657,True
9,cloud000009.pcd,0.7845300806889763,0.0205333957087322,0.0,-0.00799460833319154,-0.4580573163519931,0.3232214384812501,True
10,cloud000010.pcd,0.9216823932683613,0.030916733652302623,0.0,-1.0698731842856592e-05,-0.0006129921807379042,0.3226435146797373,True
11,cloud000011.pcd,1.0618765385541193,0.015443341537690962,0.0,0.005044860826514982,0.2890492335901887,0.32048637615865866,True
12,cloud000012.pcd,1.1959418625600522,0.03525555141731155,0.0,0.004875549588952978,0.279348414253749,0.31991774656669486,True
13,cloud000013.pcd,1.3452313781891196,0.033589741329822224,0.0,0.0056097159143986145,0.321413046162412,0.3157924308669527,True
14,cloud000014.pcd,1.501427842626074,0.04605494690551924,0.0,0.0011107324509397973,0.06364028160707216,0.3211924948985798,True
