scan_index,scan_file,x,y,z,yaw_rad,yaw_deg,prediction_confidence,z_redistributed
0,cloud000000.pcd,-0.015906301307269912,-0.006180860273561175,0.0,-0.002151633994695563,-0.12327954695292952,0.0,True
1,cloud000001.pcd,-0.02404899893863644,0.007461507394751245,0.0,0.0020096033647520914,0.11514179129558418,0.0,True
2,cloud000002.pcd,-0.008506222202808287,0.004552577210040006,0.0,-0.0009520450772350454,-0.05454816483177459,0.2018412451167184,True
3,cloud000003.pcd,-0.022474712072545436,0.01187657263154817,0.0,-0.003606429403255957,-0.20663318391845037,0.2710838125907954,True
4,cloud000004.pcd,0.08489635984710783,0.012463954089761552,0.0,-0.003252428432703188,-0.18635042236224175,0.2693008793411963,True
5,cloud000005.pcd,0.2060721537090987,0.004871930047996348,0.0,0.0006830319590551827,0.03913484852641442,0.13333333333333333,True
6,cloud000006.pcd,0.3580109286318963,0.015800811822614745,0.0,-0.00647100514366735,-0.3707612839395861,0.13333333333333333,True
7,cloud000007.pcd,0.49149695022997386,0.029126054596534844,0.0,-0.005799271596707875,-0.33227378674145525,0.13333333333333333,True
8,cloud000008.pcd,0.6495420945590192,0.015767125241150926,0.0,-0.0013662763712277198,-0.07828186971979764,0.13333333333333333,True
9,cloud000009.pcd,0.7786416405274939,0.023500321999852164,0.0,-0.0037101080572105806,-0.21257353321564765,0.13333333333333333,True
10,cloud000010.pcd,0.9161548207492821,0.03801664695074343,0.0,0.006384486712948495,0.3658041430093007,0.13333333333333333,True
11,cloud000011.pcd,1.0564405863834478,0.023532531815295018,0.0,0.011408387331030844,0.653652445118585,0.13333333333333333,True
12,cloud000012.pcd,1.190379087366388,0.044147667693875764,0.0,0.011241486908593218,0.6440897553139584,0.13333333333333333,True
13,cloud000013.pcd,1.3396733918995285,0.043495251374716,0.0,0.011941107078033529,0.6841750382851157,0.13333333333333333,True
14,cloud000014.pcd,1.4957846567894357,0.057114303697141405,0.0,0.007479879487686836,0.4285655259109321,0.13333333333333333,True
